# n      slip         x1         x2        x3 length width strike dip    rake
649 2.000e+00 9.054e+02 -3.387e+02 4.252e+01     20    16    5  17 115.333
650 1.000e+00 9.252e+02 -3.369e+02 4.252e+01     20    16    5  17 128.667
651 1.000e+00 9.451e+02 -3.352e+02 4.252e+01     20    16    5  17 104.667
652 1.000e+00 9.649e+02 -3.334e+02 4.252e+01     20    16    5  17 131.333
653 1.000e+00 9.847e+02 -3.317e+02 4.252e+01     20    16    5  17 142.000
654 2.000e+00 1.005e+03 -3.299e+02 4.252e+01     20    16    5  17 144.667
655 3.000e+00 1.024e+03 -3.282e+02 4.252e+01     20    16    5  17 144.667
656 3.000e+00 1.044e+03 -3.265e+02 4.252e+01     20    16    5  17 144.667
657 3.000e+00 1.064e+03 -3.247e+02 4.252e+01     20    16    5  17 150.000
658 3.000e+00 1.084e+03 -3.230e+02 4.252e+01     20    16    5  17 144.667
659 4.000e+00 1.104e+03 -3.213e+02 4.252e+01     20    16    5  17 150.000
660 5.000e+00 1.124e+03 -3.196e+02 4.252e+01     20    16    5  17 147.333
661 4.000e+00 1.143e+03 -3.178e+02 4.252e+01     20    16    5  17 144.667
662 2.000e+00 1.163e+03 -3.161e+02 4.252e+01     20    16    5  17 142.000
663 6.000e+00 6.860e+02 -3.428e+02 4.733e+01     20    16    5  17 150.000
664 2.000e+00 7.058e+02 -3.410e+02 4.733e+01     20    16    5  17 147.333
665 1.000e+00 7.851e+02 -3.340e+02 4.733e+01     20    16    5  17 102.000
666 3.000e+00 8.050e+02 -3.322e+02 4.733e+01     20    16    5  17  99.333
667 3.000e+00 8.248e+02 -3.305e+02 4.733e+01     20    16    5  17 104.667
668 3.000e+00 8.446e+02 -3.288e+02 4.733e+01     20    16    5  17 118.000
669 3.000e+00 8.644e+02 -3.270e+02 4.733e+01     20    16    5  17 118.000
670 2.000e+00 8.843e+02 -3.253e+02 4.733e+01     20    16    5  17 112.667
671 1.000e+00 9.041e+02 -3.235e+02 4.733e+01     20    16    5  17  99.333
672 1.000e+00 1.003e+03 -3.149e+02 4.733e+01     20    16    5  17 136.667
673 2.000e+00 1.023e+03 -3.131e+02 4.733e+01     20    16    5  17 142.000
674 2.000e+00 1.043e+03 -3.114e+02 4.733e+01     20    16    5  17 144.667
675 2.000e+00 1.063e+03 -3.097e+02 4.733e+01     20    16    5  17 144.667
676 2.000e+00 1.083e+03 -3.080e+02 4.733e+01     20    16    5  17 142.000
677 3.000e+00 1.102e+03 -3.063e+02 4.733e+01     20    16    5  17 147.333
678 4.000e+00 1.122e+03 -3.045e+02 4.733e+01     20    16    5  17 147.333
679 4.000e+00 1.142e+03 -3.028e+02 4.733e+01     20    16    5  17 147.333
680 2.000e+00 1.162e+03 -3.011e+02 4.733e+01     20    16    5  17 142.000
681 6.000e+00 6.847e+02 -3.275e+02 5.214e+01     20    16    5  17 150.000
682 2.000e+00 7.045e+02 -3.258e+02 5.214e+01     20    16    5  17 147.333
683 1.000e+00 8.036e+02 -3.171e+02 5.214e+01     20    16    5  17  86.000
684 1.000e+00 8.235e+02 -3.153e+02 5.214e+01     20    16    5  17  88.667
685 1.000e+00 8.433e+02 -3.136e+02 5.214e+01     20    16    5  17 115.333
686 1.000e+00 8.631e+02 -3.119e+02 5.214e+01     20    16    5  17 126.000
687 1.000e+00 8.829e+02 -3.101e+02 5.214e+01     20    16    5  17 123.333
688 1.000e+00 1.022e+03 -2.981e+02 5.214e+01     20    16    5  17 128.667
689 1.000e+00 1.042e+03 -2.964e+02 5.214e+01     20    16    5  17 147.333
690 1.000e+00 1.061e+03 -2.946e+02 5.214e+01     20    16    5  17 144.667
691 1.000e+00 1.081e+03 -2.929e+02 5.214e+01     20    16    5  17 136.667
692 1.000e+00 1.101e+03 -2.912e+02 5.214e+01     20    16    5  17 144.667
693 2.000e+00 1.121e+03 -2.895e+02 5.214e+01     20    16    5  17 150.000
694 2.000e+00 1.141e+03 -2.878e+02 5.214e+01     20    16    5  17 147.333
695 1.000e+00 1.161e+03 -2.861e+02 5.214e+01     20    16    5  17 128.667
